turns,white_rating,black_rating,rank_diff,opening_code,winner
100,1961,2215,-254,E59,Black
113,2215,1961,254,C91,White
125,2215,2191,24,D12,White
51,2215,2147,68,B30,White
65,1803,2215,-412,E14,Black
29,2210,1805,405,C41,White
26,1807,2205,-398,E00,Black
43,2200,1810,390,C66,White
33,1805,2195,-390,C00,Black
54,2189,2167,22,E20,Black
42,2051,2147,-96,C42,Black
61,2121,2118,3,C42,White
38,1500,2098,-598,D00,Black
47,2078,1920,158,B34,White
82,2151,2029,122,C50,Black
47,1986,2009,-23,C11,White
34,2143,1916,227,A45,Black
27,1904,1544,360,C41,White
32,1547,1891,-344,C42,Black
90,1950,1926,24,A06,Black
38,1902,1811,91,A00,White
51,1879,1569,310,A06,White
41,1805,1749,56,A04,White
5,1787,1343,444,A04,White
44,1560,1713,-153,A28,Black
33,1500,1569,-69,C44,White
41,1541,1690,-149,C41,White
28,1567,1551,16,B22,White
62,1540,1540,0,B20,Black
28,1550,1531,19,C57,Black
61,1435,1543,-108,B52,Black
123,1534,1467,67,B01,White
89,1524,1499,25,D06,White
43,1548,1535,13,B20,White
44,1545,1554,-9,B15,Black
20,2621,1545,1076,B54,White
55,1544,1523,21,A43,Black
20,1432,1559,-127,B20,White
88,1369,1553,-184,B21,Black
96,1553,1542,11,B20,Black
120,1543,1553,-10,B20,White
111,1544,1496,48,B30,White
39,1519,1556,-37,D00,White
93,1545,1559,-14,A21,White
100,1529,1534,-5,D04,Black
54,1546,1517,29,A25,Black
75,1500,1973,-473,A80,White
160,2105,1929,176,B13,Black
32,813,841,-28,C20,White
86,857,1057,-200,B40,Black
50,857,958,-101,B23,Black
39,1478,859,619,B01,White
31,859,1500,-641,C40,White
29,1574,861,713,B01,White
27,1186,871,315,B01,White
57,1391,875,516,B00,White
68,1271,883,388,B01,White
95,1203,894,309,D00,White
40,901,1339,-438,B20,Black
27,1500,901,599,B01,White
78,922,1120,-198,C20,Black
74,989,791,198,D00,Black
4,1026,1121,-95,D00,Black
44,1057,1240,-183,A40,Black
45,1057,1341,-284,C00,Black
15,1331,1083,248,B21,White
37,1266,1130,136,B00,White
22,1155,1484,-329,B01,Black
58,1222,1351,-129,D00,Black
33,1214,1222,-8,B01,White
41,1034,1222,-188,A40,White
46,1535,1273,262,C00,White
36,1500,1409,91,D00,Black
55,1950,2212,-262,E00,White
49,1950,1226,724,A04,White
78,1950,1885,65,A08,Black
29,1950,2204,-254,A04,Draw
65,1950,1500,450,A06,Draw
66,1950,1819,131,A07,Draw
112,1950,1477,473,A04,Draw
70,1950,1500,450,A07,Draw
50,2036,1706,330,A08,Black
40,1795,2036,-241,B54,Black
33,2023,1671,352,A04,White
30,1675,2008,-333,B57,Black
53,1990,1678,312,A04,White
30,1990,1465,525,A08,Draw
11,1990,1756,234,A04,Draw
3,1990,1779,211,A04,Draw
67,1990,1447,543,A04,Draw
41,1458,1980,-522,A00,Black
28,1967,1500,467,A04,White
52,1967,1295,672,A07,White
30,2102,1967,135,B54,Black
62,1647,1566,81,D30,Black
35,1500,1647,-147,C46,White
89,1668,1642,26,C40,Black
119,1613,1694,-81,B50,White
21,1500,1500,0,C21,White
65,1528,1500,28,B22,White
50,1500,1412,88,D01,Black
60,1887,1760,127,D02,Black
73,1826,1900,-74,C59,White
42,1297,1500,-203,A00,Black
58,1297,1230,67,C20,Black
38,1625,1754,-129,D00,Black
28,1719,1625,94,D35,Black
26,1625,1657,-32,B43,Black
35,1619,1625,-6,C02,White
35,1551,1625,-74,C68,White
34,1862,1358,504,D20,Black
38,1807,1862,-55,C53,Black
27,1862,1387,475,A00,Black
80,1474,1862,-388,C41,Black
54,1862,1807,55,C41,Black
65,1720,1862,-142,C47,White
55,1862,1690,172,A06,Black
67,1884,1862,22,C42,Black
78,1396,1862,-466,C50,Black
51,1674,1862,-188,D06,White
75,2203,1862,341,C60,White
36,1862,2203,-341,B70,Black
58,1862,1722,140,D20,Black
12,1598,1862,-264,C41,White
21,1708,1862,-154,C42,White
56,1862,1500,362,A40,Black
24,1862,1513,349,D30,Black
32,1500,1862,-362,D05,Black
66,1862,1449,413,D48,Black
45,1862,1500,362,B01,Black
50,1704,1862,-158,C60,White
18,1862,1769,93,C45,Black
90,1701,1862,-161,C50,Black
75,1799,1862,-63,C26,White
34,1862,1701,161,C41,Black
70,1699,1862,-163,C46,Black
24,1862,1579,283,B21,Black
18,1862,1416,446,B07,Black
36,1862,2073,-211,B21,Black
99,1567,1862,-295,A06,White
60,1564,1862,-298,A43,White
77,1862,1140,722,C49,White
74,1972,1952,20,A52,Black
61,1960,1950,10,C42,White
15,2199,1955,244,C42,White
102,1955,1837,118,B90,Draw
129,1937,2090,-153,C01,White
25,1951,1664,287,C01,White
39,1944,1776,168,B36,White
62,1553,1942,-389,B13,Black
19,1236,1941,-705,B10,Black
83,1500,1500,0,C00,White
66,1500,1500,0,C44,White
89,1500,1500,0,C00,White
129,1500,1500,0,A00,Draw
27,1500,1500,0,B00,White
76,1500,1500,0,B00,White
55,1452,1343,109,C34,White
65,1343,1376,-33,A01,White
63,1803,1737,66,C01,White
64,1670,1692,-22,C46,Black
69,1500,1534,-34,C40,White
31,1500,1421,79,C40,White
15,1500,1329,171,C50,White
35,1851,1712,139,B54,White
107,1712,1714,-2,C45,White
43,1500,1712,-212,D00,White
72,1705,1712,-7,B20,Black
63,1712,2015,-303,C11,Black
34,1712,1832,-120,B10,Black
51,1712,1615,97,B01,Black
60,1712,1708,4,C40,Black
26,1860,1712,148,B21,Black
70,2108,1712,396,D05,Black
24,1712,1959,-247,A22,Black
124,1712,1500,212,A35,Black
39,1780,1712,68,E20,White
58,2180,1712,468,B21,Black
16,1328,1712,-384,A00,Black
52,1896,1712,184,D30,Black
22,1500,1591,-91,C00,Black
43,1582,1494,88,D15,White
27,1726,1589,137,C01,White
41,1577,1618,-41,A10,White
30,1577,1534,43,A20,Black
125,1693,1585,108,D37,White
16,1573,1590,-17,A13,White
53,1597,1583,14,C00,White
49,1603,1594,9,C00,White
59,1586,1623,-37,A15,White
86,1592,1783,-191,A20,Black
52,1602,1629,-27,A10,Black
96,1516,1593,-77,C00,Black
114,1475,1585,-110,C00,Black
69,1575,1571,4,A27,White
40,1585,1632,-47,A20,Black
72,2065,1976,89,B21,White
63,1976,1988,-12,B40,White
141,1976,1987,-11,C44,White
92,2035,1961,74,A56,Black
64,1975,1908,67,C48,Black
90,1463,1974,-511,A06,Black
70,1997,1480,517,C22,Black
68,1950,1997,-47,B01,Black
63,2229,2002,227,C02,White
63,1819,2020,-201,B27,White
75,2014,1827,187,C48,White
94,1807,2008,-201,B40,Black
102,2013,2274,-261,A16,Black
87,2008,1744,264,A11,White
90,2179,1991,188,B40,Black
96,1777,1998,-221,B40,Draw
33,1982,1917,65,A34,White
52,1749,1977,-228,B40,Black
62,1781,1971,-190,B40,Black
63,2040,1981,59,B40,White
132,1890,2139,-249,C30,Black
55,2131,2018,113,B45,White
95,2116,2252,-136,E34,White
59,1687,1691,-4,D46,White
86,1689,1668,21,B21,Black
150,1651,1657,-6,C20,Black
54,1500,1990,-490,B43,Black
74,1786,1736,50,C44,Black
33,1663,1758,-95,B01,White
161,1779,1794,-15,A20,White
85,1500,1688,-188,C40,White
76,1654,1918,-264,D53,Black
52,1690,1913,-223,C01,Black
204,1818,1896,-78,D70,Black
26,1813,1887,-74,C12,Black
64,1775,1879,-104,A01,Black
47,1873,1651,222,B01,White
103,1868,1656,212,A43,White
39,1860,1770,90,B15,White
50,1748,1852,-104,C00,Black
19,1365,1850,-485,C00,Black
30,1861,1873,-12,B38,Black
35,1833,1873,-40,A45,White
46,1821,1873,-52,C03,Black
35,2004,1881,123,B40,White
32,1895,1797,98,C42,Black
52,1560,1892,-332,B20,Black
132,1901,1993,-92,C41,Black
38,1729,1894,-165,A03,Black
86,1613,1891,-278,B20,Black
43,1864,1892,-28,B41,White
34,1905,1851,54,C02,Black
72,1784,1897,-113,B40,Black
23,1893,1624,269,C61,White
78,1750,1885,-135,D01,Black
45,1882,1602,280,C62,White
66,1712,1875,-163,C41,Black
29,1878,1887,-9,D00,White
154,1895,1977,-82,B32,Black
80,1672,1890,-218,A56,Black
121,1881,1828,53,C00,White
140,1972,1878,94,B41,Draw
75,1868,1824,44,C00,White
36,1819,1881,-62,B56,White
77,1871,1841,30,C40,White
33,1828,1884,-56,B21,White
56,1727,1877,-150,D00,Black
129,1891,1814,77,C88,Black
53,1650,1910,-260,B40,White
22,1968,1921,47,B22,White
51,1907,1946,-39,E77,White
37,1903,1648,255,C60,White
30,1725,1896,-171,B22,Black
89,1894,1506,388,C41,White
73,1890,1617,273,C66,White
114,1522,1727,-205,C54,Black
107,1708,1528,180,C00,White
92,1744,1770,-26,C50,Black
63,1759,1790,-31,C25,White
36,1750,1741,9,C50,Black
55,1686,1681,5,C55,White
85,1840,1732,108,C20,White
118,1713,1637,76,D00,Black
55,1791,1716,75,D00,White
135,1716,1763,-47,C00,Draw
78,1804,1931,-127,B20,Black
40,1850,1804,46,C60,Black
114,1804,1779,25,C02,Draw
68,1701,1500,201,C46,Black
48,1005,1140,-135,C46,Black
29,1148,1057,91,D00,White
14,1142,1150,-8,C60,Black
61,1066,1326,-260,C48,White
59,1625,1384,241,C50,White
9,1805,1384,421,C41,White
80,1500,1644,-144,A00,Black
81,1687,1771,-84,D00,Black
103,1678,1595,83,A41,White
10,2313,2168,145,B00,Black
32,1855,2313,-458,C50,Black
50,2353,2313,40,A85,Draw
41,2291,2144,147,C67,White
39,2272,2061,211,C02,White
50,2344,2215,129,C50,Black
66,2063,2183,-120,C65,Black
66,2109,2247,-138,B13,White
55,2062,1978,84,C45,White
65,1996,1957,39,B43,White
72,1968,1882,86,C54,Black
57,1756,1771,-15,C44,White
50,1785,1432,353,C24,Black
57,1432,1916,-484,C41,White
21,1870,1479,391,C62,White
48,1859,1479,380,C62,Black
49,2108,1500,608,A80,White
68,1299,1513,-214,A00,Black
40,1501,1513,-12,C55,Black
9,1513,1501,12,D06,Black
36,1126,1513,-387,C20,Black
98,1286,1502,-216,C77,Black
56,1433,1481,-48,A01,Black
128,1406,1481,-75,D15,Draw
132,1510,1461,49,B01,Black
48,1534,1581,-47,D30,Black
57,1547,1564,-17,C57,White
75,1602,1502,100,A00,Black
99,1444,1651,-207,C55,White
59,1627,1496,131,C41,White
56,1267,1627,-360,C20,Black
69,1604,1446,158,E71,White
70,1453,1576,-123,D10,Black
77,1740,1500,240,B10,White
64,1552,1625,-73,C22,Black
70,1810,1473,337,C20,Black
75,1436,1484,-48,B56,White
104,1638,1417,221,D00,Draw
63,2053,1914,139,C40,White
67,2021,1921,100,C40,White
40,1930,1979,-49,C20,Black
80,2000,1908,92,A08,Black
99,1885,1607,278,B00,White
120,1776,1821,-45,A43,Black
9,1845,1750,95,B56,Draw
62,1707,1734,-27,A00,Black
59,1500,1603,-103,C65,White
57,1185,1222,-37,A00,White
72,1230,1334,-104,C41,Black
115,1262,1240,22,C40,White
70,1250,1286,-36,C60,Black
29,1133,1264,-131,C40,White
33,1257,1141,116,C65,White
17,1279,1267,12,C57,White
19,1315,1264,51,A25,White
100,1277,1173,104,C00,Black
27,1332,1287,45,C50,White
95,1291,1166,125,B00,Draw
75,1194,1308,-114,C48,White
44,1136,1301,-165,D00,Black
87,1291,1262,29,C41,White
29,1286,1083,203,C42,White
75,1278,1173,105,C00,White
52,1175,1270,-95,D01,Black
40,1173,1262,-89,C20,Black
73,1329,1271,58,C44,White
64,1282,1285,-3,C00,Black
52,1235,1272,-37,A00,Black
26,1284,1261,23,C47,Black
13,1279,1036,243,C40,White
104,1239,1269,-30,C20,Black
55,1152,1284,-132,D30,White
57,1277,1122,155,C30,White
97,1264,1327,-63,C78,White
17,1442,1270,172,C57,White
23,1260,1233,27,C72,White
54,1767,1260,507,B50,White
72,1268,1392,-124,C62,Black
34,1259,1417,-158,C70,Black
56,1263,1587,-324,B34,Black
84,1342,1248,94,D01,Black
29,1783,1249,534,C68,White
19,1257,1380,-123,C41,Black
144,1265,1366,-101,B52,Black
110,1016,1262,-246,A01,Black
47,1247,1380,-133,C45,White
37,1662,1501,161,C61,White
60,1542,1501,41,A28,Draw
54,1199,1501,-302,D02,Black
137,1501,1199,302,C55,White
81,1199,1501,-302,D02,White
83,1501,1500,1,C40,White
53,1597,1501,96,D20,White
65,1501,1619,-118,C62,White
8,1567,1501,66,C50,Black
55,1585,1501,84,C62,White
67,1501,1590,-89,C40,White
26,1501,1640,-139,C50,Black
33,1702,1501,201,C44,White
73,1514,1501,13,D00,White
27,1501,1500,1,C41,Black
50,1501,1511,-10,C41,Black
74,1500,1501,-1,C46,Black
130,1501,1760,-259,C00,Draw
14,1501,1787,-286,C02,Black
51,1694,1501,193,D00,White
24,1501,1503,-2,B07,Black
94,1694,1501,193,D00,Black
24,1501,1606,-105,C68,Black
57,1500,1501,-1,A00,White
19,1500,1501,-1,D02,White
47,1787,1501,286,C45,White
30,1501,1646,-145,C02,Black
17,1707,1501,206,A06,White
18,1501,1500,1,C48,Black
24,1645,1501,144,C50,White
7,1501,1797,-296,C46,White
27,1501,1501,0,C23,White
50,1501,1626,-125,B30,Black
20,1501,1759,-258,C00,Black
85,1500,1501,-1,C46,White
87,1501,1500,1,C41,White
45,1501,1513,-12,C46,White
63,1501,1509,-8,B00,White
38,1500,1501,-1,C50,Black
39,1585,1501,84,D20,White
8,1501,1609,-108,C40,Black
90,1501,1500,1,C41,Black
94,1501,1500,1,C42,White
29,1598,1501,97,C24,White
98,1104,910,194,E61,Black
74,1104,1207,-103,A10,Black
37,1104,1343,-239,A20,White
74,1104,1500,-396,A22,Black
6,1104,1228,-124,A20,White
94,1104,1419,-315,A41,Black
29,1104,1069,35,A20,White
68,1104,1300,-196,C44,Black
50,1104,1500,-396,A10,White
38,1104,1248,-144,A10,Black
28,1104,1226,-122,A10,Black
82,1104,1139,-35,A40,White
18,1104,1337,-233,A10,White
63,1104,1017,87,E00,White
58,1104,1290,-186,D00,Black
44,1273,1104,169,C50,Black
35,1500,1104,396,C41,White
87,1481,1104,377,C41,White
64,1104,1500,-396,D02,Black
36,1500,1104,396,C20,Black
29,1356,1104,252,C55,White
93,1024,1104,-80,C24,White
57,1336,1104,232,D00,White
53,1500,1104,396,A00,White
42,1104,1430,-326,A45,Black
51,1430,1104,326,C77,White
77,1408,1104,304,C41,White
21,1408,1104,304,C57,White
43,1499,1104,395,C23,White
81,1412,1104,308,C50,White
94,1072,1231,-159,B01,Black
92,1245,1264,-19,B21,Black
29,1233,1174,59,C27,White
78,1251,1177,74,B21,Black
124,1174,1254,-80,A45,Draw
59,1225,1252,-27,C48,White
11,1216,1041,175,C42,White
66,1007,1208,-201,B01,Black
58,1226,1198,28,B00,Black
41,1277,1241,36,B01,White
49,1233,1013,220,C00,White
45,1225,1014,211,A06,White
110,1026,1215,-189,B01,Black
52,1339,1339,0,C00,Draw
17,1390,1339,51,D00,White
98,1339,1243,96,C40,Black
68,1327,1327,0,A00,Black
52,1327,1490,-163,C46,Black
29,1444,1327,117,D00,White
39,1327,1391,-64,B25,White
7,1500,1327,173,B29,White
32,1500,1327,173,A43,Black
97,1313,1360,-47,C46,White
14,1500,1313,187,A43,White
26,958,1313,-355,B32,White
38,1313,1500,-187,C23,Black
11,1223,1313,-90,A00,White
84,1291,1313,-22,B30,White
9,1313,1500,-187,C42,White
9,1500,1313,187,B25,White
33,1313,1239,74,B01,White
56,1313,1500,-187,C00,Black
17,1428,1313,115,B30,White
73,1313,1078,235,C41,White
35,1307,1313,-6,B30,White
30,1313,1500,-187,B50,Black
27,1313,1399,-86,C46,White
77,1412,1313,99,B30,White
31,1563,1318,245,B32,White
30,1327,1420,-93,B20,Black
87,1412,1337,75,A10,White
43,1337,1382,-45,B27,White
60,1382,1337,45,B40,Black
36,1337,1382,-45,B27,Black
77,1516,1345,171,C50,White
56,1418,2003,-585,B01,Black
44,2003,1418,585,C25,Black
31,1418,2003,-585,B14,White
54,1787,1749,38,C41,Black
40,1802,1691,111,C00,Black
18,1799,1408,391,B10,White
137,2019,1805,214,C05,White
38,1812,1949,-137,C56,Black
73,1757,1825,-68,D06,White
141,2150,1829,321,C00,White
124,1766,1819,-53,C05,Black
76,1827,1933,-106,B20,Black
50,1834,1994,-160,B12,Black
48,1590,1829,-239,C02,Black
76,1844,1731,113,C55,Black
55,1723,1859,-136,C00,White
67,1853,1675,178,C55,White
110,1859,1674,185,C55,Draw
98,1834,1848,-14,D00,Black
48,1804,1837,-33,C00,Black
86,1850,1811,39,C55,Black
47,1834,1856,-22,C00,White
104,1526,1830,-304,C02,Black
168,1843,1818,25,D00,Black
154,1844,1713,131,B32,Black
90,1845,1844,1,A13,Draw
73,1728,1859,-131,A01,White
26,1865,2076,-211,B35,Black
79,2096,1870,226,C00,White
71,1860,1800,60,B32,White
102,1610,1856,-246,C00,Black
75,1846,1778,68,B90,White
77,1936,1843,93,C02,Draw
23,1842,1300,542,C55,White
34,1862,1556,306,C50,Black
78,1865,1850,15,C05,Black
69,1785,1840,-55,A40,Black
74,1771,1831,-60,A40,Black
56,1844,1793,51,C55,Black
78,1848,2098,-250,B33,Black
74,1789,1838,-49,C00,Black
27,1820,2095,-275,B07,White
60,1891,1805,86,C02,Black
79,1785,2116,-331,B07,White
49,1769,1926,-157,C55,White
40,1967,1775,192,C00,White
56,1711,1766,-55,A02,Black
41,1754,1768,-14,B32,White
51,1756,1765,-9,D30,White
60,1778,1757,21,C00,Black
113,1225,1086,139,C41,White
30,1211,1226,-15,C55,Draw
50,1243,1200,43,C40,Black
114,1256,1298,-42,C46,Black
42,1312,1237,75,C50,Black
54,1245,1237,8,C42,Black
108,1335,1237,98,C77,White
55,1237,1335,-98,A40,White
79,1335,1237,98,C42,White
44,1237,1326,-89,D00,Black
66,1253,1262,-9,C46,Black
51,1227,1303,-76,D00,White
53,1214,1115,99,D00,White
53,1197,1190,7,B10,White
60,1176,1658,-482,D01,Black
17,1678,1017,661,C41,Black
124,2186,1017,1169,C41,White
125,1108,1017,91,C41,White
39,2008,1017,991,C41,White
42,1362,2089,-727,A45,Black
38,1362,1657,-295,A45,Black
30,1657,1362,295,B22,White
4,1804,1372,432,C44,White
50,1453,1466,-13,C02,Black
53,1414,1182,232,C60,White
59,1171,1432,-261,A29,White
23,1697,1171,526,C50,Draw
117,1705,1628,77,C41,Draw
88,1567,1698,-131,C15,Black
39,1401,1467,-66,A20,White
29,1401,1588,-187,A04,Draw
29,1588,1401,187,C44,Black
68,1401,2252,-851,A07,Black
62,1413,1401,12,A04,Black
58,1539,1397,142,A45,Black
115,1445,1407,38,E61,White
52,1394,1659,-265,A08,White
57,1383,1384,-1,A04,White
105,1397,1394,3,E61,White
56,1405,1402,3,A04,Black
53,1430,1416,14,C23,White
91,1467,1426,41,B54,White
39,1426,1500,-74,B54,White
64,1500,1426,74,B20,Black
50,1426,1207,219,A08,White
27,1549,1426,123,B20,Black
56,1464,1413,51,A00,Black
39,1413,1500,-87,C20,White
62,1500,1413,87,B07,Black
58,1413,1500,-87,E61,Black
45,1688,1413,275,A21,White
48,1220,1407,-187,C60,Black
48,1500,1407,93,A43,White
26,1407,1459,-52,D35,Black
32,1500,1407,93,A00,Black
41,1430,1407,23,C21,White
23,2139,1407,732,C26,White
48,1259,1184,75,D30,Black
67,1162,1273,-111,D32,White
32,1288,1138,150,D30,Black
7,1154,1191,-37,A40,Black
24,1159,1474,-315,D15,Black
23,1217,1176,41,B20,White
20,1205,1257,-52,A41,Black
122,1210,1183,27,C20,Black
57,1396,1131,265,D02,White
19,1237,1565,-328,C57,White
98,1753,1451,302,D02,Black
35,1699,1457,242,D02,White
41,1699,1500,199,C68,White
75,1500,1545,-45,D02,White
122,1364,1356,8,B07,Black
8,1374,1385,-11,C40,Black
90,1324,1365,-41,C45,Black
46,1376,1370,6,C10,Black
29,1340,1366,-26,A00,Black
51,1278,1380,-102,C46,White
39,1250,1382,-132,D00,Draw
94,1388,1238,150,C55,Black
129,1301,1401,-100,A04,White
129,1390,1423,-33,C41,White
38,1403,1321,82,C40,Black
68,1384,1393,-9,D00,Black
56,1403,1387,16,C00,Black
88,1381,1393,-12,A04,Black
86,1405,1362,43,B01,Black
107,1397,1405,-8,B21,Draw
57,1397,1327,70,C41,White
13,1374,1408,-34,A00,White
82,1414,1594,-180,B02,Black
63,1306,1429,-123,D00,White
40,1423,1610,-187,C55,Black
42,1463,1432,31,A00,White
50,1440,1443,-3,E20,White
25,1432,1456,-24,C57,White
88,1437,1635,-198,C00,Black
62,1412,1427,-15,B20,Black
48,1443,1415,28,B34,Black
30,1418,1404,14,C44,Black
110,1261,1397,-136,D00,Black
60,1406,1458,-52,B40,Black
39,1349,1419,-70,C46,White
63,1412,1305,107,D20,White
40,1424,1356,68,D20,Black
15,1413,1434,-21,A40,White
47,1408,1184,224,B07,White
44,1500,1414,86,C20,White
86,1343,1406,-63,C00,Black
73,1697,1592,105,B00,White
80,1693,2287,-594,B02,Black
117,1588,1696,-108,A00,Draw
41,1596,1711,-115,C23,White
94,1721,1754,-33,B50,Black
63,1721,1857,-136,C40,White
80,1735,1649,86,C40,Black
67,1731,1879,-148,C67,Draw
116,1643,1722,-79,C42,Black
130,1228,1732,-504,C20,Black
73,1716,1856,-140,C66,White
93,1710,1712,-2,B95,White
94,1828,1694,134,D10,Black
33,1685,1609,76,B10,White
47,1472,1445,27,D02,White
23,1472,1500,-28,D02,White
84,1472,1218,254,D00,White
6,1161,1472,-311,A41,White
88,1493,1315,178,A80,Black
35,1493,1500,-7,D00,White
78,1463,1493,-30,B00,Black
61,1493,1463,30,D00,White
113,1744,1482,262,C20,Draw
78,1482,1744,-262,D00,Black
31,1500,1482,18,A21,White
49,1477,1189,288,D00,White
82,1476,1474,2,D02,Black
115,1476,1524,-48,D06,White
59,1500,1170,330,C21,White
82,1170,1500,-330,C20,Black
22,1229,1160,69,C23,Black
49,1219,1229,-10,C10,White
45,1659,1500,159,B21,White
10,1032,1140,-108,B20,Black
88,1037,1669,-632,B20,Black
33,1147,1121,26,B00,White
69,1209,1261,-52,C42,White
84,1500,1311,189,A20,Black
70,1500,1473,27,C25,Black
74,2352,2366,-14,C40,White
161,2351,2363,-12,B50,White
62,1500,1758,-258,B03,Black
39,1724,1605,119,B22,White
91,1364,1327,37,C57,White
53,1327,1355,-28,C44,White
35,1367,1343,24,B07,White
52,1361,1370,-9,C41,Black
66,1327,1343,-16,C50,Black
111,1347,1186,161,C46,White
27,1334,1400,-66,C00,White
19,1348,1322,26,C34,Black
27,1329,1466,-137,B20,Black
25,1295,1821,-526,C44,White
102,1329,1282,47,D07,Black
60,1285,1598,-313,C27,Black
62,1099,1279,-180,D00,Black
130,1275,1398,-123,B10,Draw
61,1350,1285,65,D07,White
63,1383,1286,97,C46,White
50,1297,1313,-16,C50,Black
26,1273,1286,-13,C50,Black
33,1282,1018,264,C42,White
17,1231,1295,-64,C57,White
32,1306,1298,8,C50,Black
92,1195,1298,-103,A00,Black
47,1383,1307,76,C40,White
25,1296,1284,12,B23,White
71,1600,1300,300,C22,White
57,1282,1492,-210,C41,White
43,1386,1279,107,A00,Draw
17,1264,1367,-103,C50,White
51,1393,1272,121,D01,White
24,1278,1474,-196,C41,Black
39,1267,1370,-103,B01,White
49,1349,1276,73,C20,White
40,1285,1383,-98,C00,Black
95,1526,1290,236,A00,White
45,1460,1296,164,D00,White
64,1299,1647,-348,B20,Black
51,1279,1625,-346,C46,White
43,1455,1272,183,B32,White
29,1253,1472,-219,B01,White
23,1258,1481,-223,D02,Black
53,1500,1509,-9,C26,White
25,2165,1973,192,B32,White
78,2179,2115,64,A00,Black
52,1857,2176,-319,A56,Black
83,2173,1831,342,C23,White
41,2177,2051,126,C02,Draw
101,2156,2181,-25,B28,White
37,2175,1983,192,B84,White
106,1856,2171,-315,C00,Black
56,2030,2164,-134,B20,Black
124,2179,2090,89,A40,Black
32,1450,1390,60,C46,Black
67,1507,1497,10,C55,White
42,1511,1490,21,C68,Black
78,1402,1465,-63,C55,Black
100,1492,1560,-68,B07,Black
64,1558,1526,32,C23,White
53,1491,1438,53,C46,White
71,1447,1439,8,B07,White
41,1455,1506,-51,C20,White
77,1570,1565,5,C68,White
7,1238,1500,-262,C23,White
7,1500,1238,262,C23,White
4,1500,1238,262,A02,Black
18,1500,1238,262,B20,Black
23,1443,1500,-57,C44,White
12,1500,1626,-126,C23,Black
60,1319,1214,105,C40,Black
54,1278,1308,-30,A10,Black
28,1317,1401,-84,C45,Black
32,1258,1331,-73,B20,White
65,1320,1291,29,C40,White
33,1331,1347,-16,B32,Black
104,1340,1433,-93,D00,Black
127,1134,1346,-212,B20,Draw
73,1336,1292,44,A40,White
106,1515,1319,196,B23,Black
40,1295,1308,-13,B02,Black
45,1295,1321,-26,A40,White
117,1278,1463,-185,D02,White
123,1363,1287,76,A45,White
45,1275,1287,-12,C44,White
89,1201,1290,-89,B70,White
73,1214,925,289,C02,White
105,966,937,29,B01,White
8,951,955,-4,C00,Black
61,784,970,-186,C40,White
101,1161,958,203,B01,White
96,972,985,-13,C50,Black
79,1148,972,176,B01,White
16,972,1301,-329,C20,Black
13,1181,978,203,A10,White
21,958,1008,-50,C20,White
28,1015,956,59,B20,Draw
46,972,954,18,C20,Black
110,983,1090,-107,A40,Black
105,964,1029,-65,D00,White
66,1058,943,115,D00,Black
47,808,973,-165,A00,White
11,1095,986,109,B01,White
